"","Against","Team","IDGAME","Phase","Player","MIN","PTS","F2M","F2A","F2GP","F3M","F3A","F3GP","FTM","FTA","FTP","OR","DR","TR","AS","ST","TO","BLK","BLKR","PF","RF","PIR","HA","results","Team_PTS","Team_F2A","Team_F3A","Team_FTA","Team_F2M","Team_F3M","Team_FTM","Team_AS","Team_OR","Team_DR","Team_TR","Team_ST","Team_TO","Team_BLK","Team_PF","Team_PIR","Team_opp_PTS","Team_opp_F2A","Team_opp_F3A","Team_opp_FTA","Team_opp_F2M","Team_opp_F3M","Team_opp_FTM","Team_opp_AS","Team_opp_OR","Team_opp_DR","Team_opp_TR","Team_opp_ST","Team_opp_TO","Team_opp_BLK","Team_opp_PF","Team_opp_PIR","Points_per_shoot","Possesions","Offensive_rating","PIE","Assists_Ratio","As_To_ratio","EFG","FT_ratio","Game_score","True_shooting","Turnover_ratio","Usage","OR_percent","Season"
"2281","VAL","CRV","12-6","Regular Season","Shabazz  Napier",18,14,3,3,100,2,6,33.3,2,3,66.7,2,2,4,1,0,1,0,0,1,2,14,"A","L",81,24,26,31,18,7,24,19,5,32,37,4,16,1,24,96,81,24,26,31,18,7,24,19,5,32,37,4,16,1,24,96,1.17,8.9,157.3,0.08,11.2,1,66.7,0.33,10.6,67.8,11.24,6.3,20,"2023-2024"
"2282","VAL","CRV","12-6","Regular Season","Mike  Tobey",14,7,2,2,100,1,3,33.3,0,0,NA,0,6,6,0,0,1,0,0,2,0,8,"A","L",81,24,26,31,18,7,24,19,5,32,37,4,16,1,24,96,81,24,26,31,18,7,24,19,5,32,37,4,16,1,24,96,1.4,5.8,120.7,0.06,0,0,70,0,4.7,70,17.24,4.3,0,"2023-2024"
"2283","MAC","VIL","12-7","Regular Season","Paris  Lee",29,10,2,5,40,1,2,50,3,4,75,0,1,1,6,3,2,0,1,1,3,14,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,0.91,10.3,97.1,0.08,58.3,3,50,0.57,11,57.1,19.42,3.4,0,"2023-2024"
"2284","MAC","VIL","12-7","Regular Season","Joffrey  Lauvergne",28,23,8,12,66.7,1,2,50,4,4,100,6,3,9,1,0,1,0,0,4,5,28,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,1.28,10.3,223.3,0.13,9.7,1,67.9,0.29,20,73,9.71,5.5,30,"2023-2024"
"2285","MAC","VIL","12-7","Regular Season","Timothe  Luwawu-Cabarrot",31,19,6,9,66.7,1,5,20,4,4,100,1,2,3,3,0,0,0,0,3,2,17,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,1.06,14.2,133.8,0.09,21.1,Inf,53.6,0.29,14.2,60.3,0,4.7,5,"2023-2024"
"2286","MAC","VIL","12-7","Regular Season","Youssoupha  Fall",16,2,1,3,33.3,0,0,NA,0,0,NA,0,5,5,1,0,1,0,0,4,2,3,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,0.67,3.8,52.6,0.01,26.3,1,33.3,0,-0.1,33.3,26.32,2.3,0,"2023-2024"
"2287","MAC","VIL","12-7","Regular Season","David  Lighty",12,0,0,0,NA,0,1,0,0,0,NA,0,3,3,0,1,1,0,0,2,0,0,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,0,1.9,0,0,0,0,0,0,-0.6,0,52.63,1.5,0,"2023-2024"
"2288","MAC","VIL","12-7","Regular Season","Mike  Scott",27,6,3,4,75,0,5,0,0,0,NA,1,5,6,3,3,1,0,0,2,0,9,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,0.67,8.6,69.8,0.06,34.9,3,33.3,0,6.4,33.3,11.63,3.4,5,"2023-2024"
"2289","MAC","VIL","12-7","Regular Season","Edwin  Jackson",23,7,1,3,33.3,1,1,100,2,2,100,0,0,0,0,2,0,1,0,2,2,8,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,1.17,4.7,148.9,0.04,0,NA,62.5,0.5,6.9,71.7,0,1.9,0,"2023-2024"
"2290","MAC","VIL","12-7","Regular Season","Nando  de Colo",23,22,3,5,60,3,10,30,7,9,77.8,0,1,1,4,0,1,0,1,2,7,19,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,0.92,19.2,114.6,0.08,20.8,4,50,0.6,14.4,58,5.21,8,0,"2023-2024"
"2291","MAC","VIL","12-7","Regular Season","John  Egbunu",8,2,1,1,100,0,0,NA,0,0,NA,2,0,2,1,0,1,0,0,0,1,5,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,2,0,Inf,0.02,Inf,1,100,0,2.8,100,Inf,2.3,10,"2023-2024"
"2292","MAC","VIL","12-7","Regular Season","Noam  Yaacov",1,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,1,-1,"H","L",91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,91,43,26,23,25,7,20,19,10,20,30,9,8,1,20,102,0,1,0,-0.01,0,NA,0,0,-0.7,0,0,9.2,0,"2023-2024"
"2293","VIL","MAC","12-7","Regular Season","Lorenzo  Brown",28,16,2,4,50,2,6,33.3,6,7,85.7,1,5,6,4,0,4,0,0,2,4,17,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,0.94,15.4,103.9,0.08,26,1,50,0.7,10.4,61.2,25.97,5.3,3.6,"2023-2024"
"2294","VIL","MAC","12-7","Regular Season","Wade  Baldwin IV",34,21,7,8,87.5,2,6,33.3,1,2,50,1,2,3,8,1,2,1,0,3,4,27,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,1.31,15.2,138.2,0.14,52.6,4,71.4,0.14,19.8,70.6,13.16,4.3,3.6,"2023-2024"
"2295","VIL","MAC","12-7","Regular Season","Jake  Cohen",9,0,0,0,NA,0,2,0,0,0,NA,0,1,1,0,1,0,0,0,1,2,1,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,0,1.9,0,-0.01,0,NA,0,0,-0.5,0,0,1.9,0,"2023-2024"
"2296","VIL","MAC","12-7","Regular Season","Josh  Nebo",18,9,3,6,50,0,0,NA,3,4,75,5,2,7,0,0,0,0,0,3,3,12,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,0.9,2.6,346.2,0.04,0,NA,50,0.67,8.5,58,0,3.8,17.9,"2023-2024"
"2297","VIL","MAC","12-7","Regular Season","Bonzie  Colson",29,15,6,7,85.7,1,4,25,0,0,NA,1,4,5,1,0,1,0,0,2,0,14,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,1.36,10.6,141.5,0.09,9.4,1,68.2,0,10.9,68.2,9.43,3.6,3.6,"2023-2024"
"2298","VIL","MAC","12-7","Regular Season","Antonius  Cleveland",9,3,1,4,25,0,1,0,1,1,100,2,1,3,0,0,0,0,0,3,1,0,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,0.5,3.3,90.9,-0.01,0,NA,20,0.2,0.4,27.6,0,5.3,7.1,"2023-2024"
"2299","VIL","MAC","12-7","Regular Season","James  Webb III",4,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,2,0,-1,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,NA,0,NA,-0.01,NA,NA,NA,NA,-0.1,NA,NA,0,0,"2023-2024"
"2300","VIL","MAC","12-7","Regular Season","Rafael  Menco",5,2,1,3,33.3,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,-2,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,0.4,4.8,41.7,-0.01,0,NA,20,0,-1.1,20,0,8.8,0,"2023-2024"
"2301","VIL","MAC","12-7","Regular Season","Roman  Sorkin",26,15,7,8,87.5,0,2,0,1,1,100,3,5,8,0,0,1,0,0,1,3,21,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,1.36,8.1,185.2,0.11,0,0,70,0.1,13,71.8,12.35,3.9,10.7,"2023-2024"
"2302","VIL","MAC","12-7","Regular Season","Jasiel  Rivero",22,4,1,6,16.7,0,0,NA,2,4,50,1,4,5,1,1,0,1,1,4,2,2,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,0.4,6.5,61.5,0,15.4,Inf,16.7,0.67,2.1,25.8,0,3.1,3.6,"2023-2024"
"2303","VIL","MAC","12-7","Regular Season","Tamir  Blatt",15,9,0,0,NA,3,4,75,0,0,NA,0,2,2,5,1,2,0,0,2,1,13,"A","W",94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,94,46,27,19,28,8,14,19,14,26,40,4,10,3,23,104,2.25,5.8,155.2,0.08,86.2,2.5,112.5,0,9.7,112.5,34.48,3.5,0,"2023-2024"
"2304","BAR","BOL","12-8","Regular Season","Isaia  Cordinier",21,10,2,4,50,2,2,100,0,0,NA,0,5,5,4,1,1,1,0,2,1,17,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,1.67,6.7,149.3,0.13,59.7,4,83.3,0,11.6,83.3,14.93,3.1,0,"2023-2024"
"2305","BAR","BOL","12-8","Regular Season","Marco  Belinelli",22,8,0,4,0,1,3,33.3,5,6,83.3,0,1,1,3,1,3,0,0,1,4,6,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0.62,12.1,66.1,0.02,24.8,1,21.4,0.86,3.1,41.5,24.79,5.3,0,"2023-2024"
"2306","BAR","BOL","12-8","Regular Season","Tornike  Shengelia",32,14,2,8,25,2,5,40,4,6,66.7,2,7,9,2,1,5,0,1,1,7,15,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0.74,17.9,78.2,0.07,11.2,0.4,38.5,0.46,6.2,44.8,27.93,5.9,8.3,"2023-2024"
"2307","BAR","BOL","12-8","Regular Season","Daniel  Hackett",32,14,3,7,42.9,2,5,40,2,2,100,3,1,4,6,2,0,0,1,3,5,20,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,1,9.5,147.4,0.12,63.2,Inf,50,0.17,15,54.3,0,3.7,12.5,"2023-2024"
"2308","BAR","BOL","12-8","Regular Season","Bryant  Dunston",20,1,0,0,NA,0,0,NA,1,2,50,1,1,2,0,1,1,0,0,4,1,-1,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0.5,0.8,125,-0.02,0,0,NA,Inf,0,56.8,125,0.9,4.2,"2023-2024"
"2309","BAR","BOL","12-8","Regular Season","Gabriel  Lundberg",19,21,4,4,100,4,7,57.1,1,2,50,1,0,1,2,1,1,0,0,0,1,21,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,1.62,11.4,184.2,0.16,17.5,2,90.9,0.18,18.2,88.4,8.77,6.2,4.2,"2023-2024"
"2310","BAR","BOL","12-8","Regular Season","Jaleen  Smith",4,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,2,0,-3,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,NA,1,0,-0.03,0,0,NA,NA,-1.8,NA,100,2.3,0,"2023-2024"
"2311","BAR","BOL","12-8","Regular Season","Ognjen  Dobric",18,2,1,4,25,0,1,0,0,0,NA,0,5,5,0,0,0,0,0,1,1,3,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0.4,4.8,41.7,0.02,0,NA,20,0,0,20,0,2.6,0,"2023-2024"
"2312","BAR","BOL","12-8","Regular Season","Bruno  Mascolo",4,2,1,3,33.3,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,1,0,0,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0.67,1.9,105.3,0,0,NA,33.3,0,0.6,33.3,0,6.9,4.2,"2023-2024"
"2313","BAR","BOL","12-8","Regular Season","Devontae  Cacok",4,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,1,1,1,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,NA,0,NA,0,NA,NA,NA,NA,0.3,NA,NA,0,0,"2023-2024"
"2314","BAR","BOL","12-8","Regular Season","Jordan  Mickey",21,8,4,6,66.7,0,1,0,0,2,0,4,2,6,0,1,1,0,0,2,2,9,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0.89,4.7,170.2,0.04,0,0,57.1,0.29,6.5,50.8,21.28,3.9,16.7,"2023-2024"
"2315","BAR","BOL","12-8","Regular Season","Awudu  Abass",2,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,"H","W",80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,80,40,25,20,17,11,13,17,12,22,34,9,13,2,18,88,0,1,0,0,0,NA,0,0,0.3,0,0,4.6,0,"2023-2024"
"2316","BOL","BAR","12-8","Regular Season","Oscar  da Silva",19,3,1,2,50,0,2,0,1,2,50,0,5,5,0,1,0,0,1,2,1,3,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,0.5,4.7,63.8,0.03,0,NA,25,0.5,1.9,30.7,0,2.6,0,"2023-2024"
"2317","BOL","BAR","12-8","Regular Season","Jan  Vesely",24,13,6,9,66.7,0,0,NA,1,2,50,2,4,6,1,1,2,1,0,2,3,17,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,1.18,9.5,136.8,0.11,10.5,0.5,66.7,0.22,10.9,65.8,21.05,4.9,14.3,"2023-2024"
"2318","BOL","BAR","12-8","Regular Season","Nikola  Kalinic",26,7,2,3,66.7,1,1,100,0,0,NA,0,2,2,1,0,2,0,0,2,0,5,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,1.75,5.8,120.7,0.04,17.2,0.5,87.5,0,3.9,87.5,34.48,2.3,0,"2023-2024"
"2319","BOL","BAR","12-8","Regular Season","Tomas  Satoransky",27,9,3,4,75,1,4,25,0,0,NA,0,5,5,5,0,3,0,0,4,1,9,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,1.12,10.6,84.9,0.07,47.2,1.7,56.2,0,5.4,56.2,28.3,4.1,0,"2023-2024"
"2320","BOL","BAR","12-8","Regular Season","Nicolas  Laprovittola",26,9,1,4,25,2,4,50,1,2,50,0,0,0,8,0,3,0,0,2,3,9,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,0.9,11.4,78.9,0.05,70.2,2.7,50,0.25,6,50.7,26.32,4.6,0,"2023-2024"
"2321","BOL","BAR","12-8","Regular Season","Oriol  Pauli",0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,"2023-2024"
"2322","BOL","BAR","12-8","Regular Season","Dario  Brizuela",13,9,4,7,57.1,0,1,0,1,1,100,0,0,0,1,0,0,0,0,0,0,6,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,1,8.1,111.1,0.05,12.3,Inf,50,0.12,5.7,53.3,0,6.5,0,"2023-2024"
"2323","BOL","BAR","12-8","Regular Season","Willy  Hernangomez",16,15,6,8,75,0,1,0,3,3,100,2,3,5,0,1,2,1,0,3,4,18,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,1.25,9.9,151.5,0.11,0,0,66.7,0.33,11.9,72.7,20.2,7.7,14.3,"2023-2024"
"2324","BOL","BAR","12-8","Regular Season","Alejandro  Abrines",16,6,0,0,NA,2,4,50,0,0,NA,1,3,4,0,2,1,0,0,5,2,6,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,1.5,3.8,157.9,0.03,0,0,75,0,4.6,75,26.32,3.1,7.1,"2023-2024"
"2325","BOL","BAR","12-8","Regular Season","Jabari  Parker",19,4,0,1,0,1,3,33.3,1,2,50,2,2,4,0,0,1,0,1,3,2,1,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,0.67,3.7,108.1,-0.01,0,0,37.5,0.5,1,41,27.03,3.1,14.3,"2023-2024"
"2326","BOL","BAR","12-8","Regular Season","Rokas  Jokubaitis",12,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,4,0,3,0,0,0,1,2,"A","L",75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,75,38,20,12,23,7,8,20,7,24,31,5,17,2,23,76,NA,2.9,0,0.01,137.9,1.3,NA,NA,-0.2,NA,103.45,2.5,0,"2023-2024"
"2327","BAS","FEN","12-9","Regular Season","Johnathan  Motley",24,11,4,5,80,0,0,NA,3,4,75,1,1,2,1,0,3,0,0,4,3,8,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,1.22,8.4,131,0.03,11.9,0.3,80,0.8,5.8,81.4,35.71,4.2,6.2,"2023-2024"
"2328","BAS","FEN","12-9","Regular Season","Nigel  Hayes-Davis",36,19,3,7,42.9,4,7,57.1,1,1,100,1,3,4,6,2,0,0,1,1,1,23,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,1.27,12.9,147.3,0.16,46.5,Inf,64.3,0.07,19.4,65.8,0,4.2,6.2,"2023-2024"
"2329","BAS","FEN","12-9","Regular Season","Dyshawn  Pierre",28,7,3,4,75,0,2,0,1,2,50,1,4,5,0,1,1,0,0,2,4,10,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,0.88,6.6,106.1,0.04,0,0,50,0.33,4.7,50.9,15.15,2.9,6.2,"2023-2024"
"2330","BAS","FEN","12-9","Regular Season","Marko  Guduric",26,14,3,3,100,2,4,50,2,2,100,1,3,4,3,0,2,0,0,2,1,16,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,1.56,8.5,164.7,0.11,35.3,1.5,85.7,0.29,12,88.8,23.53,4,6.2,"2023-2024"
"2331","BAS","FEN","12-9","Regular Season","Nick  Calathes",14,3,0,3,0,1,3,33.3,0,0,NA,0,4,4,4,1,3,0,0,0,1,5,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,0.5,8.6,34.9,0.03,46.5,1.3,25,0,1.2,25,34.88,6.7,0,"2023-2024"
"2332","BAS","FEN","12-9","Regular Season","Scottie  Wilbekin",10,7,2,3,66.7,1,2,50,0,0,NA,0,1,1,1,0,2,0,0,3,1,3,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,1.4,6.7,104.5,0.01,14.9,0.5,70,0,2.5,70,29.85,7.3,0,"2023-2024"
"2333","BAS","FEN","12-9","Regular Season","Sertac  Sanli",16,3,1,5,20,0,1,0,1,2,50,3,1,4,0,0,0,0,0,2,4,3,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,0.38,3.7,81.1,-0.02,0,NA,16.7,0.33,0.4,21.8,0,4.5,18.8,"2023-2024"
"2334","BAS","FEN","12-9","Regular Season","Tyler  Dorsey",18,9,3,4,75,1,1,100,0,0,NA,0,2,2,1,0,1,0,0,0,3,13,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,1.8,5.8,155.2,0.07,17.2,1,90,0,7.4,90,17.24,3.5,0,"2023-2024"
"2335","BAS","FEN","12-9","Regular Season","Yam  Madar",23,6,3,4,75,0,2,0,0,0,NA,1,1,2,2,1,0,0,1,1,0,6,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,1,4.8,125,0.05,41.7,Inf,50,0,6,50,0,2.7,6.2,"2023-2024"
"2336","BAS","FEN","12-9","Regular Season","Nathan  Sestina",3,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,1,0,0,0,0,0,2,"A","L",79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,79,38,22,11,22,9,8,19,8,20,28,6,12,0,15,89,NA,0,NA,0.01,Inf,Inf,NA,NA,1.7,NA,NA,0,0,"2023-2024"
"2337","FEN","BAS","12-9","Regular Season","Tadas  Sedekerskis",20,2,1,3,33.3,0,0,NA,0,0,NA,3,1,4,1,1,0,0,0,3,0,3,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,0.67,0,Inf,0.01,Inf,Inf,33.3,0,3.2,33.3,NA,1.4,9.4,"2023-2024"
"2338","FEN","BAS","12-9","Regular Season","Vanja  Marinkovic",23,13,1,2,50,3,7,42.9,2,2,100,2,2,4,1,0,1,0,0,2,3,13,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,1.18,8.5,152.9,0.08,11.8,1,61.1,0.22,9.2,65.8,11.76,4.5,6.2,"2023-2024"
"2339","FEN","BAS","12-9","Regular Season","Codi  Miller-McIntyre",31,11,4,7,57.1,1,3,33.3,0,0,NA,2,4,6,4,2,2,0,0,2,3,17,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,1.1,9.6,114.6,0.11,41.7,2,55,0,10.6,55,20.83,3.7,6.2,"2023-2024"
"2340","FEN","BAS","12-9","Regular Season","Daniel  Diez",5,0,0,0,NA,0,1,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,0,0,NA,0,NA,NA,0,0,0,0,NA,1.9,3.1,"2023-2024"
"2341","FEN","BAS","12-9","Regular Season","Maik  Kotsar",29,15,6,8,75,0,0,NA,3,4,75,5,5,10,1,1,2,1,0,2,3,24,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,1.25,6.5,230.8,0.16,15.4,0.5,75,0.5,16,76.8,30.77,3.8,15.6,"2023-2024"
"2342","FEN","BAS","12-9","Regular Season","Markus  Howard",27,28,7,12,58.3,4,13,30.8,2,3,66.7,2,0,2,2,1,3,0,0,1,4,18,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,1,26.2,106.9,0.11,7.6,0.7,52,0.12,14.9,53.2,11.45,10.2,6.2,"2023-2024"
"2343","FEN","BAS","12-9","Regular Season","Nico  Mannion",8,3,0,3,0,1,2,50,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,0.6,4.8,62.5,0,20.8,Inf,30,0,0.6,30,0,5.9,0,"2023-2024"
"2344","FEN","BAS","12-9","Regular Season","Nikos  Rogkavopoulos",17,5,1,1,100,1,1,100,0,0,NA,1,3,4,0,1,0,0,0,4,0,6,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,2.5,1,500,0.05,0,NA,125,0,5.4,125,0,1.1,3.1,"2023-2024"
"2345","FEN","BAS","12-9","Regular Season","Khalifa  Diop",11,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,0,1,0,-4,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,0,2.9,0,-0.04,0,0,0,0,-3.1,0,68.97,2.6,0,"2023-2024"
"2346","FEN","BAS","12-9","Regular Season","Chima  Moneke",27,3,1,2,50,0,2,0,1,2,50,0,2,2,4,1,2,1,0,3,2,4,"H","W",80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,80,39,29,11,21,10,8,14,16,17,33,7,12,2,18,81,0.5,6.6,45.5,0.01,60.6,2,25,0.5,2.1,30.7,30.3,2.4,0,"2023-2024"
"2347","BER","EFE","13-1","Regular Season","Shane  Larkin",32,32,4,5,80,5,9,55.6,9,9,100,1,3,4,4,3,4,0,0,2,9,41,"A","W",97,35,25,24,21,11,22,22,8,15,23,8,14,1,17,110,97,35,25,24,21,11,22,22,8,15,23,8,14,1,17,110,1.39,20.1,159.2,0.18,19.9,1,82.1,0.64,28.4,89.1,19.9,6.5,6.2,"2023-2024"
