Fixture,Phase,IDGAME,Home,Away,Home_Points,Away_Points,Q1H,Q2H,Q3H,Q4H,Q1A,Q2A,Q3A,Q4A,EXH,EXA,Winner,Loser,Home_win,Away_win,Season
6,Regular Season,6-8,OLY,EFE,79,84,26,12,19,22,29,15,19,21,0,0,EFE,OLY,0,1,2020-2021
6,Regular Season,6-9,BAS,BAR,71,72,19,18,19,15,20,19,19,14,0,0,BAR,BAS,0,1,2020-2021
7,Regular Season,7-1,BER,BAR,67,103,18,18,15,16,30,26,23,24,0,0,BAR,BER,0,1,2020-2021
7,Regular Season,7-2,EFE,MAC,91,89,22,27,18,24,24,26,22,17,0,0,EFE,MAC,1,0,2020-2021
7,Regular Season,7-3,ZEN,OLY,66,75,20,7,16,23,19,22,17,17,0,0,OLY,ZEN,0,1,2020-2021
7,Regular Season,7-4,BAS,VIL,86,88,20,23,18,25,26,17,23,22,0,0,VIL,BAS,0,1,2020-2021
7,Regular Season,7-5,BAY,CRV,74,59,18,15,22,19,14,17,20,8,0,0,BAY,CRV,1,0,2020-2021
7,Regular Season,7-6,PAN,CSK,83,89,24,18,16,25,24,27,14,24,0,0,CSK,PAN,0,1,2020-2021
7,Regular Season,7-7,FEN,KHI,83,71,23,19,23,18,20,15,20,16,0,0,FEN,KHI,1,0,2020-2021
7,Regular Season,7-8,VAL,MIL,86,81,24,18,24,20,18,26,17,20,0,0,VAL,MIL,1,0,2020-2021
7,Regular Season,7-9,ZAL,RMB,90,93,24,30,19,17,32,16,19,26,0,0,RMB,ZAL,0,1,2020-2021
8,Regular Season,8-1,BAR,FEN,97,55,28,23,18,28,17,12,9,17,0,0,BAR,FEN,1,0,2020-2021
8,Regular Season,8-2,CSK,BAS,89,86,23,24,19,23,16,19,23,28,0,0,CSK,BAS,1,0,2020-2021
8,Regular Season,8-3,MAC,ZAL,85,57,24,29,19,13,14,9,21,13,0,0,MAC,ZAL,1,0,2020-2021
8,Regular Season,8-4,OLY,BER,75,71,10,14,27,24,22,13,9,27,0,0,OLY,BER,1,0,2020-2021
8,Regular Season,8-5,BAY,VAL,90,79,21,16,25,28,18,21,21,19,0,0,BAY,VAL,1,0,2020-2021
8,Regular Season,8-6,KHI,MIL,93,102,20,27,21,25,28,26,18,30,0,0,MIL,KHI,0,1,2020-2021
8,Regular Season,8-7,PAN,EFE,77,80,22,18,14,23,21,15,23,21,0,0,EFE,PAN,0,1,2020-2021
8,Regular Season,8-8,CRV,RMB,67,73,26,16,11,14,21,15,23,14,0,0,RMB,CRV,0,1,2020-2021
8,Regular Season,8-9,VIL,ZEN,53,66,11,10,16,16,12,16,16,22,0,0,ZEN,VIL,0,1,2020-2021
9,Regular Season,9-1,EFE,BAY,71,74,23,14,20,14,22,20,8,24,0,0,BAY,EFE,0,1,2020-2021
9,Regular Season,9-2,ZEN,KHI,83,88,27,20,20,16,19,25,19,25,0,0,KHI,ZEN,0,1,2020-2021
9,Regular Season,9-3,VAL,PAN,95,83,22,23,25,25,21,20,25,17,0,0,VAL,PAN,1,0,2020-2021
9,Regular Season,9-4,BAS,FEN,86,68,20,25,19,22,21,15,23,9,0,0,BAS,FEN,1,0,2020-2021
9,Regular Season,9-5,ZAL,CSK,78,87,17,21,20,20,26,19,21,21,0,0,CSK,ZAL,0,1,2020-2021
9,Regular Season,9-6,BER,VIL,76,75,19,17,14,26,21,22,17,15,0,0,BER,VIL,1,0,2020-2021
9,Regular Season,9-7,BAR,OLY,88,96,17,30,16,25,26,25,21,24,0,0,OLY,BAR,0,1,2020-2021
9,Regular Season,9-8,MIL,CRV,79,87,23,21,16,19,18,30,18,21,0,0,CRV,MIL,0,1,2020-2021
9,Regular Season,9-9,RMB,MAC,79,63,29,16,17,17,18,14,18,13,0,0,RMB,MAC,1,0,2020-2021
10,Regular Season,10-1,BAY,CSK,81,89,17,22,21,21,18,18,28,25,0,0,CSK,BAY,0,1,2020-2021
10,Regular Season,10-2,KHI,EFE,77,105,30,21,12,14,29,29,28,19,0,0,EFE,KHI,0,1,2020-2021
10,Regular Season,10-3,BAS,PAN,93,72,20,26,20,27,23,16,19,14,0,0,BAS,PAN,1,0,2020-2021
10,Regular Season,10-4,BER,ZEN,66,73,10,12,21,23,12,21,18,22,0,0,ZEN,BER,0,1,2020-2021
10,Regular Season,10-5,BAR,CRV,76,65,19,20,22,15,6,16,22,21,0,0,BAR,CRV,1,0,2020-2021
10,Regular Season,10-6,MIL,ZAL,98,92,21,31,21,25,25,15,24,28,0,0,MIL,ZAL,1,0,2020-2021
10,Regular Season,10-7,RMB,FEN,94,74,28,21,23,22,12,24,15,23,0,0,RMB,FEN,1,0,2020-2021
10,Regular Season,10-8,VAL,MAC,82,80,19,24,15,24,17,20,22,21,0,0,VAL,MAC,1,0,2020-2021
10,Regular Season,10-9,VIL,OLY,93,101,15,22,24,25,23,21,19,23,7,15,OLY,VIL,0,1,2020-2021
11,Regular Season,11-1,BER,KHI,100,80,20,30,27,23,24,20,18,18,0,0,BER,KHI,1,0,2020-2021
11,Regular Season,11-2,CSK,RMB,74,73,17,18,23,16,20,18,17,18,0,0,CSK,RMB,1,0,2020-2021
11,Regular Season,11-3,MAC,MIL,85,86,20,15,18,17,18,28,13,11,15,16,MIL,MAC,0,1,2020-2021
11,Regular Season,11-4,OLY,BAS,76,90,15,16,27,18,23,24,20,23,0,0,BAS,OLY,0,1,2020-2021
11,Regular Season,11-5,CRV,EFE,64,75,14,22,14,14,16,24,27,8,0,0,EFE,CRV,0,1,2020-2021
11,Regular Season,11-6,ZAL,ZEN,75,83,15,17,19,24,23,22,21,17,0,0,ZEN,ZAL,0,1,2020-2021
11,Regular Season,11-7,PAN,BAY,83,76,18,26,16,23,13,22,19,22,0,0,PAN,BAY,1,0,2020-2021
11,Regular Season,11-8,FEN,VAL,86,90,17,26,21,22,16,17,26,31,0,0,VAL,FEN,0,1,2020-2021
11,Regular Season,11-9,VIL,BAR,80,68,25,20,20,15,19,17,17,15,0,0,VIL,BAR,1,0,2020-2021
12,Regular Season,12-1,CSK,OLY,80,61,20,19,17,24,19,10,9,23,0,0,CSK,OLY,1,0,2020-2021
12,Regular Season,12-2,MAC,CRV,81,76,23,18,15,25,20,18,17,21,0,0,MAC,CRV,1,0,2020-2021
12,Regular Season,12-3,MIL,PAN,77,80,22,20,18,17,18,12,24,26,0,0,PAN,MIL,0,1,2020-2021
12,Regular Season,12-4,ZEN,FEN,65,73,14,18,21,12,23,22,8,20,0,0,FEN,ZEN,0,1,2020-2021
12,Regular Season,12-5,VAL,BER,92,100,21,29,15,27,27,24,32,17,0,0,BER,VAL,0,1,2020-2021
12,Regular Season,12-6,EFE,BAS,59,77,20,17,13,9,17,25,21,14,0,0,BAS,EFE,0,1,2020-2021
12,Regular Season,12-7,BAY,KHI,80,77,15,28,21,16,22,18,24,13,0,0,BAY,KHI,1,0,2020-2021
12,Regular Season,12-8,RMB,VIL,91,84,19,21,21,30,26,24,20,14,0,0,RMB,VIL,1,0,2020-2021
12,Regular Season,12-9,ZAL,BAR,62,73,14,19,15,14,17,22,16,18,0,0,BAR,ZAL,0,1,2020-2021
13,Regular Season,13-1,BER,FEN,89,63,23,21,26,19,16,11,14,22,0,0,BER,FEN,1,0,2020-2021
13,Regular Season,13-2,RMB,ZEN,79,72,24,12,23,20,21,10,11,30,0,0,RMB,ZEN,1,0,2020-2021
13,Regular Season,13-3,CRV,OLY,79,81,30,15,16,18,16,21,25,19,0,0,OLY,CRV,0,1,2020-2021
13,Regular Season,13-4,VAL,EFE,76,74,19,21,14,22,23,15,22,14,0,0,VAL,EFE,1,0,2020-2021
13,Regular Season,13-5,BAS,MAC,63,67,20,13,21,9,12,25,19,11,0,0,MAC,BAS,0,1,2020-2021
13,Regular Season,13-6,BAR,MIL,87,71,23,16,21,27,15,28,18,10,0,0,BAR,MIL,1,0,2020-2021
13,Regular Season,13-7,BAY,VIL,76,62,24,18,18,16,15,10,19,18,0,0,BAY,VIL,1,0,2020-2021
13,Regular Season,13-8,KHI,CSK,87,96,22,21,26,18,25,27,25,19,0,0,CSK,KHI,0,1,2020-2021
13,Regular Season,13-9,PAN,ZAL,69,81,12,21,17,19,24,19,17,21,0,0,ZAL,PAN,0,1,2020-2021
14,Regular Season,14-1,CSK,EFE,100,65,20,27,27,26,13,21,15,16,0,0,CSK,EFE,1,0,2020-2021
14,Regular Season,14-2,PAN,RMB,82,86,15,14,19,20,14,19,23,12,14,18,RMB,PAN,0,1,2020-2021
14,Regular Season,14-3,CRV,BER,84,90,16,21,20,19,15,19,14,28,8,14,BER,CRV,0,1,2020-2021
14,Regular Season,14-4,FEN,MIL,71,79,25,10,13,23,26,18,24,11,0,0,MIL,FEN,0,1,2020-2021
14,Regular Season,14-5,ZAL,BAS,92,73,25,19,24,24,22,14,11,26,0,0,ZAL,BAS,1,0,2020-2021
14,Regular Season,14-6,BAR,KHI,87,74,32,19,18,18,25,16,12,21,0,0,BAR,KHI,1,0,2020-2021
14,Regular Season,14-7,OLY,VAL,85,96,16,23,26,20,25,27,24,20,0,0,VAL,OLY,0,1,2020-2021
14,Regular Season,14-8,ZEN,BAY,79,75,14,21,21,23,20,23,17,15,0,0,ZEN,BAY,1,0,2020-2021
14,Regular Season,14-9,VIL,MAC,84,81,30,20,17,17,24,17,23,17,0,0,VIL,MAC,1,0,2020-2021
15,Regular Season,15-1,EFE,MIL,69,72,20,11,21,17,20,26,6,20,0,0,MIL,EFE,0,1,2020-2021
15,Regular Season,15-2,PAN,BER,92,69,25,14,27,26,18,14,20,17,0,0,PAN,BER,1,0,2020-2021
15,Regular Season,15-3,ZAL,FEN,99,62,24,27,30,18,7,24,16,15,0,0,ZAL,FEN,1,0,2020-2021
15,Regular Season,15-4,BAR,MAC,67,68,12,20,22,13,17,13,23,15,0,0,MAC,BAR,0,1,2020-2021
15,Regular Season,15-5,BAY,BAS,77,66,18,20,20,19,15,15,20,16,0,0,BAY,BAS,1,0,2020-2021
15,Regular Season,15-6,CSK,ZEN,83,65,24,21,21,17,17,14,18,16,0,0,CSK,ZEN,1,0,2020-2021
15,Regular Season,15-7,OLY,RMB,82,86,12,18,21,18,12,19,18,20,13,17,RMB,OLY,0,1,2020-2021
15,Regular Season,15-8,CRV,VAL,76,73,20,25,12,19,22,14,21,16,0,0,CRV,VAL,1,0,2020-2021
15,Regular Season,15-9,VIL,KHI,90,84,20,23,29,18,29,22,19,14,0,0,VIL,KHI,1,0,2020-2021
16,Regular Season,16-1,EFE,BAR,86,79,18,25,25,18,24,19,11,25,0,0,EFE,BAR,1,0,2020-2021
16,Regular Season,16-2,MAC,PAN,89,81,21,20,18,30,12,18,22,29,0,0,MAC,PAN,1,0,2020-2021
16,Regular Season,16-3,RMB,BER,91,62,19,26,27,19,18,12,14,18,0,0,RMB,BER,1,0,2020-2021
16,Regular Season,16-4,ZEN,CRV,98,69,30,18,21,29,12,25,17,15,0,0,ZEN,CRV,1,0,2020-2021
16,Regular Season,16-5,VIL,CSK,78,87,15,26,19,18,21,25,20,21,0,0,CSK,VIL,0,1,2020-2021
16,Regular Season,16-6,MIL,BAS,79,84,19,22,16,22,23,22,18,21,0,0,BAS,MIL,0,1,2020-2021
16,Regular Season,16-7,FEN,OLY,84,77,22,23,21,18,27,14,13,23,0,0,FEN,OLY,1,0,2020-2021
16,Regular Season,16-8,VAL,KHI,88,82,16,29,14,29,13,16,23,30,0,0,VAL,KHI,1,0,2020-2021
16,Regular Season,16-9,ZAL,BAY,74,73,22,18,16,18,16,19,16,22,0,0,ZAL,BAY,1,0,2020-2021
17,Regular Season,17-1,BER,ZAL,71,74,14,23,11,23,12,19,23,20,0,0,ZAL,BER,0,1,2020-2021
17,Regular Season,17-2,EFE,RMB,65,73,20,17,14,14,13,18,21,21,0,0,RMB,EFE,0,1,2020-2021
17,Regular Season,17-3,KHI,OLY,88,105,23,27,14,24,26,25,27,27,0,0,OLY,KHI,0,1,2020-2021
17,Regular Season,17-4,MAC,ZEN,72,78,22,13,17,20,18,19,25,16,0,0,ZEN,MAC,0,1,2020-2021
17,Regular Season,17-5,BAS,VAL,71,70,17,22,16,16,30,17,11,12,0,0,BAS,VAL,1,0,2020-2021
17,Regular Season,17-6,BAY,BAR,90,77,22,21,27,20,26,19,10,22,0,0,BAY,BAR,1,0,2020-2021
17,Regular Season,17-7,MIL,CSK,87,91,17,16,25,22,17,22,20,21,7,11,CSK,MIL,0,1,2020-2021
17,Regular Season,17-8,CRV,PAN,74,71,22,26,9,17,15,22,9,25,0,0,CRV,PAN,1,0,2020-2021
17,Regular Season,17-9,FEN,VIL,81,59,15,23,21,22,19,13,10,17,0,0,FEN,VIL,1,0,2020-2021
18,Regular Season,18-1,BER,MAC,73,85,17,11,21,24,24,19,20,22,0,0,MAC,BER,0,1,2020-2021
18,Regular Season,18-2,BAR,VAL,89,72,18,20,29,22,12,21,21,18,0,0,BAR,VAL,1,0,2020-2021
18,Regular Season,18-3,PAN,ZEN,77,89,16,19,19,23,26,21,29,13,0,0,ZEN,PAN,0,1,2020-2021
18,Regular Season,18-4,CRV,FEN,71,73,22,17,14,18,18,20,15,20,0,0,FEN,CRV,0,1,2020-2021
18,Regular Season,18-5,BAS,CSK,95,93,31,15,33,16,19,26,22,26,0,0,BAS,CSK,1,0,2020-2021
18,Regular Season,18-6,OLY,BAY,84,82,19,25,20,20,22,24,15,21,0,0,OLY,BAY,1,0,2020-2021
18,Regular Season,18-7,RMB,MIL,76,80,18,21,10,27,17,22,22,19,0,0,MIL,RMB,0,1,2020-2021
18,Regular Season,18-8,VIL,EFE,80,102,15,19,25,21,29,25,28,20,0,0,EFE,VIL,0,1,2020-2021
18,Regular Season,18-9,ZAL,KHI,102,75,22,17,39,24,20,28,13,14,0,0,ZAL,KHI,1,0,2020-2021
19,Regular Season,19-1,EFE,BER,84,76,18,18,26,22,18,26,9,23,0,0,EFE,BER,1,0,2020-2021
19,Regular Season,19-2,KHI,BAR,75,87,26,22,12,15,26,28,19,14,0,0,BAR,KHI,0,1,2020-2021
19,Regular Season,19-3,MAC,OLY,87,89,18,22,15,18,13,20,19,21,14,16,OLY,MAC,0,1,2020-2021
19,Regular Season,19-4,MIL,VAL,95,80,21,33,22,19,20,16,24,20,0,0,MIL,VAL,1,0,2020-2021
19,Regular Season,19-5,FEN,BAS,96,76,28,23,24,21,18,23,15,20,0,0,FEN,BAS,1,0,2020-2021
19,Regular Season,19-6,BAY,ZEN,82,80,13,19,24,26,19,21,16,24,0,0,BAY,ZEN,1,0,2020-2021
19,Regular Season,19-7,CSK,ZAL,83,73,18,27,15,23,11,21,20,21,0,0,CSK,ZAL,1,0,2020-2021
19,Regular Season,19-8,PAN,VIL,88,71,25,20,25,18,21,21,18,11,0,0,PAN,VIL,1,0,2020-2021
19,Regular Season,19-9,RMB,CRV,77,79,21,19,18,19,23,22,21,13,0,0,CRV,RMB,0,1,2020-2021
20,Regular Season,20-1,BER,MIL,70,84,18,16,22,14,13,29,22,20,0,0,MIL,BER,0,1,2020-2021
20,Regular Season,20-2,EFE,KHI,99,60,26,26,23,24,19,17,10,14,0,0,EFE,KHI,1,0,2020-2021
20,Regular Season,20-3,MAC,BAS,91,82,26,21,21,23,21,22,17,22,0,0,MAC,BAS,1,0,2020-2021
20,Regular Season,20-4,BAY,RMB,76,81,15,19,16,22,23,16,12,21,4,9,RMB,BAY,0,1,2020-2021
20,Regular Season,20-5,CSK,BAR,75,88,25,16,15,19,20,22,22,24,0,0,BAR,CSK,0,1,2020-2021
20,Regular Season,20-6,OLY,VIL,63,69,17,16,9,21,17,17,17,18,0,0,VIL,OLY,0,1,2020-2021
20,Regular Season,20-7,ZEN,ZAL,77,65,17,19,20,21,14,22,13,16,0,0,ZEN,ZAL,1,0,2020-2021
20,Regular Season,20-8,FEN,PAN,100,74,31,17,26,26,12,22,21,19,0,0,FEN,PAN,1,0,2020-2021
20,Regular Season,20-9,VAL,CRV,91,71,27,22,19,23,15,27,15,14,0,0,VAL,CRV,1,0,2020-2021
21,Regular Season,21-1,MAC,RMB,86,84,24,21,18,23,33,13,20,18,0,0,MAC,RMB,1,0,2020-2021
21,Regular Season,21-2,MIL,BAY,75,51,20,22,21,12,10,10,15,16,0,0,MIL,BAY,1,0,2020-2021
21,Regular Season,21-3,PAN,KHI,94,78,23,23,24,24,20,13,18,27,0,0,PAN,KHI,1,0,2020-2021
21,Regular Season,21-4,ZEN,EFE,85,78,28,25,11,21,15,16,24,23,0,0,ZEN,EFE,1,0,2020-2021
21,Regular Season,21-5,VIL,VAL,90,77,17,23,21,29,17,17,20,23,0,0,VIL,VAL,1,0,2020-2021
21,Regular Season,21-6,CSK,FEN,83,89,21,17,28,17,15,23,25,26,0,0,FEN,CSK,0,1,2020-2021
21,Regular Season,21-7,CRV,BAR,60,72,11,20,14,15,21,14,22,15,0,0,BAR,CRV,0,1,2020-2021
21,Regular Season,21-8,BAS,BER,77,84,18,32,11,16,21,25,21,17,0,0,BER,BAS,0,1,2020-2021
21,Regular Season,21-9,ZAL,OLY,81,79,26,19,18,18,20,24,16,19,0,0,ZAL,OLY,1,0,2020-2021
22,Regular Season,22-1,EFE,CRV,86,72,29,27,19,11,13,22,17,20,0,0,EFE,CRV,1,0,2020-2021
22,Regular Season,22-2,BAR,ZEN,85,81,16,28,25,16,14,19,17,31,0,0,BAR,ZEN,1,0,2020-2021
22,Regular Season,22-3,KHI,BAY,93,95,15,29,31,18,26,18,29,22,0,0,BAY,KHI,0,1,2020-2021
22,Regular Season,22-4,MIL,OLY,90,79,24,20,21,25,19,15,28,17,0,0,MIL,OLY,1,0,2020-2021
22,Regular Season,22-5,FEN,MAC,82,75,17,19,24,22,21,14,18,22,0,0,FEN,MAC,1,0,2020-2021
22,Regular Season,22-6,BER,CSK,68,71,15,22,19,12,20,14,18,19,0,0,CSK,BER,0,1,2020-2021
22,Regular Season,22-7,RMB,PAN,76,66,25,24,15,12,12,15,23,16,0,0,RMB,PAN,1,0,2020-2021
22,Regular Season,22-8,VAL,ZAL,78,79,20,18,17,23,20,27,13,19,0,0,ZAL,VAL,0,1,2020-2021
22,Regular Season,22-9,VIL,BAS,83,77,17,18,23,25,26,20,7,24,0,0,VIL,BAS,1,0,2020-2021
23,Regular Season,23-1,KHI,FEN,76,107,22,22,13,19,23,30,30,24,0,0,FEN,KHI,0,1,2020-2021
23,Regular Season,23-2,MAC,EFE,66,90,17,14,16,19,22,25,24,19,0,0,EFE,MAC,0,1,2020-2021
23,Regular Season,23-3,MIL,ZEN,82,76,16,19,21,26,24,20,15,17,0,0,MIL,ZEN,1,0,2020-2021
23,Regular Season,23-4,OLY,BAR,74,76,12,18,23,21,21,19,10,26,0,0,BAR,OLY,0,1,2020-2021
23,Regular Season,23-5,BER,RMB,63,72,14,16,17,16,22,18,19,13,0,0,RMB,BER,0,1,2020-2021
23,Regular Season,23-6,CSK,BAY,66,69,27,12,21,6,25,15,10,19,0,0,BAY,CSK,0,1,2020-2021
23,Regular Season,23-7,PAN,VAL,91,72,22,26,20,23,20,14,18,20,0,0,PAN,VAL,1,0,2020-2021
23,Regular Season,23-8,CRV,VIL,78,81,23,15,18,22,25,20,12,24,0,0,VIL,CRV,0,1,2020-2021
23,Regular Season,23-9,BAS,ZAL,81,68,21,24,16,20,20,16,12,20,0,0,BAS,ZAL,1,0,2020-2021
24,Regular Season,24-1,BAR,EFE,86,88,22,28,15,21,27,26,19,16,0,0,EFE,BAR,0,1,2020-2021
24,Regular Season,24-2,MAC,KHI,92,62,22,31,20,19,12,13,13,24,0,0,MAC,KHI,1,0,2020-2021
24,Regular Season,24-3,VAL,CSK,94,92,25,22,17,20,17,26,20,21,10,8,VAL,CSK,1,0,2020-2021
24,Regular Season,24-4,ZAL,CRV,75,62,22,18,20,15,26,18,14,4,0,0,ZAL,CRV,1,0,2020-2021
24,Regular Season,24-5,BAY,BER,101,95,10,23,25,29,26,17,23,21,14,8,BAY,BER,1,0,2020-2021
24,Regular Season,24-6,OLY,PAN,77,88,18,17,19,23,21,17,23,27,0,0,PAN,OLY,0,1,2020-2021
24,Regular Season,24-7,FEN,ZEN,92,84,25,22,19,26,25,18,22,19,0,0,FEN,ZEN,1,0,2020-2021
24,Regular Season,24-8,VIL,MIL,78,69,20,17,15,26,23,17,16,13,0,0,VIL,MIL,1,0,2020-2021
24,Regular Season,24-9,RMB,BAS,64,84,15,19,18,12,28,9,23,24,0,0,BAS,RMB,0,1,2020-2021
25,Regular Season,25-1,EFE,OLY,76,53,11,32,15,18,26,8,9,10,0,0,EFE,OLY,1,0,2020-2021
25,Regular Season,25-2,BAR,ZAL,86,62,24,24,23,15,24,13,10,15,0,0,BAR,ZAL,1,0,2020-2021
25,Regular Season,25-3,KHI,BAS,67,89,14,23,20,10,24,23,24,18,0,0,BAS,KHI,0,1,2020-2021
25,Regular Season,25-4,MIL,MAC,87,68,21,18,26,22,12,15,21,20,0,0,MIL,MAC,1,0,2020-2021
25,Regular Season,25-5,CSK,PAN,93,86,27,22,25,19,19,20,22,25,0,0,CSK,PAN,1,0,2020-2021
