"","Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season","idseason"
"737",18,"Regular Season","18-5","PAN","ZAL",83,96,10,24,27,22,29,23,24,20,0,0,"ZAL","PAN",0,1,"2021-2022","18-5_2021-2022"
"738",18,"Regular Season","18-6","CRV","ZEN",76,80,21,21,15,12,29,15,6,19,7,11,"ZEN","CRV",0,1,"2021-2022","18-6_2021-2022"
"739",18,"Regular Season","18-7","UNS","EFE",75,67,24,18,15,18,17,21,11,18,0,0,"UNS","EFE",1,0,"2021-2022","18-7_2021-2022"
"740",18,"Regular Season","18-8","VIL","BAY",68,77,16,13,13,26,20,25,16,16,0,0,"BAY","VIL",0,1,"2021-2022","18-8_2021-2022"
"741",18,"Regular Season","18-9","BAS","BAR",94,75,20,20,34,20,23,11,20,21,0,0,"BAS","BAR",1,0,"2021-2022","18-9_2021-2022"
"742",19,"Regular Season","19-1","BER","PAN",87,78,28,16,25,18,13,27,15,23,0,0,"BER","PAN",1,0,"2021-2022","19-1_2021-2022"
"743",19,"Regular Season","19-2","MAC","BAS",94,93,28,28,15,23,27,23,27,16,0,0,"MAC","BAS",1,0,"2021-2022","19-2_2021-2022"
"744",19,"Regular Season","19-3","RMB","UNS",85,68,21,26,27,11,14,17,14,23,0,0,"RMB","UNS",1,0,"2021-2022","19-3_2021-2022"
"745",19,"Regular Season","19-4","CRV","FEN",74,69,20,21,18,15,18,19,23,9,0,0,"CRV","FEN",1,0,"2021-2022","19-4_2021-2022"
"746",19,"Regular Season","19-5","EFE","BAY",81,76,28,16,23,14,21,18,23,14,0,0,"EFE","BAY",1,0,"2021-2022","19-5_2021-2022"
"747",19,"Regular Season","19-8","VIL","ASM",75,100,24,17,17,17,27,24,25,24,0,0,"ASM","VIL",0,1,"2021-2022","19-8_2021-2022"
"748",19,"Regular Season","19-9","ZAL","OLY",73,84,20,19,20,14,15,24,19,26,0,0,"OLY","ZAL",0,1,"2021-2022","19-9_2021-2022"
"749",20,"Regular Season","20-1","BAR","MIL",73,75,14,14,26,19,14,20,13,28,0,0,"MIL","BAR",0,1,"2021-2022","20-1_2021-2022"
"750",20,"Regular Season","20-2","BAY","ZAL",74,65,16,18,27,13,15,18,21,11,0,0,"BAY","ZAL",1,0,"2021-2022","20-2_2021-2022"
"751",20,"Regular Season","20-6","FEN","OLY",94,80,11,25,30,28,17,22,20,21,0,0,"FEN","OLY",1,0,"2021-2022","20-6_2021-2022"
"752",20,"Regular Season","20-9","PAN","CSK",74,98,20,13,22,19,26,34,17,21,0,0,"CSK","PAN",0,1,"2021-2022","20-9_2021-2022"
"753",20,"Regular Season","20-8","MAC","BER",87,78,23,24,20,20,23,16,19,20,0,0,"MAC","BER",1,0,"2021-2022","20-8_2021-2022"
"754",20,"Regular Season","20-3","ASM","UNS",79,76,22,22,17,18,19,17,19,21,0,0,"ASM","UNS",1,0,"2021-2022","20-3_2021-2022"
"755",20,"Regular Season","20-4","CRV","RMB",65,62,16,19,8,22,15,13,14,20,0,0,"CRV","RMB",1,0,"2021-2022","20-4_2021-2022"
"756",20,"Regular Season","20-7","BAS","EFE",87,74,22,14,26,25,24,19,15,16,0,0,"BAS","EFE",1,0,"2021-2022","20-7_2021-2022"
"757",21,"Regular Season","21-1","BAR","EFE",82,77,19,21,21,21,17,24,15,21,0,0,"BAR","EFE",1,0,"2021-2022","21-1_2021-2022"
"758",21,"Regular Season","21-2","BAY","ASM",78,83,18,17,19,24,19,21,22,21,0,0,"ASM","BAY",0,1,"2021-2022","21-2_2021-2022"
"759",21,"Regular Season","21-6","CSK","VIL",90,83,23,17,22,28,23,16,22,22,0,0,"CSK","VIL",1,0,"2021-2022","21-6_2021-2022"
"760",21,"Regular Season","21-8","RMB","BAS",89,74,25,25,19,20,17,18,15,24,0,0,"RMB","BAS",1,0,"2021-2022","21-8_2021-2022"
"761",21,"Regular Season","21-7","PAN","MAC",83,95,26,20,12,25,23,32,15,25,0,0,"MAC","PAN",0,1,"2021-2022","21-7_2021-2022"
"762",21,"Regular Season","21-9","FEN","BER",57,66,19,8,11,19,16,21,11,18,0,0,"BER","FEN",0,1,"2021-2022","21-9_2021-2022"
"763",21,"Regular Season","21-5","ZAL","CRV",103,98,23,22,15,28,14,18,35,21,15,10,"ZAL","CRV",1,0,"2021-2022","21-5_2021-2022"
"764",22,"Regular Season","22-1","BER","RMB",74,89,15,21,20,18,19,29,25,16,0,0,"RMB","BER",0,1,"2021-2022","22-1_2021-2022"
"765",22,"Regular Season","22-2","MAC","OLY",84,69,19,21,26,18,16,22,18,13,0,0,"MAC","OLY",1,0,"2021-2022","22-2_2021-2022"
"766",22,"Regular Season","22-3","ZEN","ASM",77,86,17,15,18,27,18,18,21,29,0,0,"ASM","ZEN",0,1,"2021-2022","22-3_2021-2022"
"767",22,"Regular Season","22-4","FEN","ZAL",73,67,7,17,20,29,13,17,21,16,0,0,"FEN","ZAL",1,0,"2021-2022","22-4_2021-2022"
"768",22,"Regular Season","22-5","UNS","BAR",70,64,17,14,23,16,14,21,13,16,0,0,"UNS","BAR",1,0,"2021-2022","22-5_2021-2022"
"769",22,"Regular Season","22-6","EFE","PAN",82,81,17,22,26,17,12,30,20,19,0,0,"EFE","PAN",1,0,"2021-2022","22-6_2021-2022"
"770",22,"Regular Season","22-7","CSK","MIL",57,67,10,25,11,11,23,17,15,12,0,0,"MIL","CSK",0,1,"2021-2022","22-7_2021-2022"
"771",22,"Regular Season","22-8","VIL","CRV",69,67,11,14,24,20,17,18,13,19,0,0,"VIL","CRV",1,0,"2021-2022","22-8_2021-2022"
"772",22,"Regular Season","22-9","BAS","BAY",77,84,17,16,22,22,16,26,19,23,0,0,"BAY","BAS",0,1,"2021-2022","22-9_2021-2022"
"773",23,"Regular Season","23-1","BAR","VIL",84,71,28,17,23,16,17,13,20,21,0,0,"BAR","VIL",1,0,"2021-2022","23-1_2021-2022"
"774",23,"Regular Season","23-3","OLY","CRV",72,76,21,15,16,20,22,15,19,20,0,0,"CRV","OLY",0,1,"2021-2022","23-3_2021-2022"
"775",23,"Regular Season","23-4","ZEN","EFE",76,67,17,20,15,24,18,18,6,25,0,0,"ZEN","EFE",1,0,"2021-2022","23-4_2021-2022"
"776",23,"Regular Season","23-5","BAY","BER",62,56,16,10,15,21,16,8,20,12,0,0,"BAY","BER",1,0,"2021-2022","23-5_2021-2022"
"777",23,"Regular Season","23-6","MIL","ZAL",65,58,20,19,15,11,20,10,15,13,0,0,"MIL","ZAL",1,0,"2021-2022","23-6_2021-2022"
"778",23,"Regular Season","23-7","ASM","RMB",75,81,18,16,23,9,16,19,21,10,9,15,"RMB","ASM",0,1,"2021-2022","23-7_2021-2022"
"779",23,"Regular Season","23-8","PAN","BAS",75,63,22,16,19,18,8,12,12,31,0,0,"PAN","BAS",1,0,"2021-2022","23-8_2021-2022"
"780",23,"Regular Season","23-9","UNS","CSK",75,86,20,12,25,18,16,21,27,22,0,0,"CSK","UNS",0,1,"2021-2022","23-9_2021-2022"
"781",23,"Regular Season","23-2","MAC","FEN",85,76,21,24,21,19,21,22,19,14,0,0,"MAC","FEN",1,0,"2021-2022","23-2_2021-2022"
"782",24,"Regular Season","24-1","BAR","BAY",71,66,9,19,17,26,9,20,12,25,0,0,"BAR","BAY",1,0,"2021-2022","24-1_2021-2022"
"783",24,"Regular Season","24-2","PAN","ASM",83,91,27,15,19,22,19,30,16,26,0,0,"ASM","PAN",0,1,"2021-2022","24-2_2021-2022"
"784",24,"Regular Season","24-3","CRV","MIL",57,63,8,15,21,13,7,19,24,13,0,0,"MIL","CRV",0,1,"2021-2022","24-3_2021-2022"
"785",24,"Regular Season","24-4","FEN","VIL",85,76,29,18,17,21,23,18,22,13,0,0,"FEN","VIL",1,0,"2021-2022","24-4_2021-2022"
"786",24,"Regular Season","24-5","BAS","ZEN",82,90,24,26,14,18,22,22,18,28,0,0,"ZEN","BAS",0,1,"2021-2022","24-5_2021-2022"
"787",24,"Regular Season","24-6","ZAL","MAC",78,94,19,28,13,18,21,26,17,30,0,0,"MAC","ZAL",0,1,"2021-2022","24-6_2021-2022"
"788",24,"Regular Season","24-7","BER","UNS",81,53,16,20,20,25,11,15,9,18,0,0,"BER","UNS",1,0,"2021-2022","24-7_2021-2022"
"789",24,"Regular Season","24-8","CSK","EFE",97,99,16,25,23,22,23,21,13,29,11,13,"EFE","CSK",0,1,"2021-2022","24-8_2021-2022"
"790",24,"Regular Season","24-9","RMB","OLY",75,67,10,14,26,25,15,23,13,16,0,0,"RMB","OLY",1,0,"2021-2022","24-9_2021-2022"
"791",25,"Regular Season","25-1","BAR","PAN",86,60,17,28,18,23,15,10,17,18,0,0,"BAR","PAN",1,0,"2021-2022","25-1_2021-2022"
"792",25,"Regular Season","25-2","BAY","MAC",70,52,13,17,19,21,16,13,12,11,0,0,"BAY","MAC",1,0,"2021-2022","25-2_2021-2022"
"793",25,"Regular Season","25-3","MIL","FEN",60,71,12,22,17,9,18,25,11,17,0,0,"FEN","MIL",0,1,"2021-2022","25-3_2021-2022"
"794",25,"Regular Season","25-4","CRV","ASM",80,91,30,22,12,16,19,23,22,27,0,0,"ASM","CRV",0,1,"2021-2022","25-4_2021-2022"
"795",25,"Regular Season","25-5","EFE","VIL",78,72,15,17,22,24,16,20,14,22,0,0,"EFE","VIL",1,0,"2021-2022","25-5_2021-2022"
"796",25,"Regular Season","25-6","CSK","BER",91,72,22,28,19,22,15,22,19,16,0,0,"CSK","BER",1,0,"2021-2022","25-6_2021-2022"
"797",25,"Regular Season","25-7","RMB","ZEN",85,64,23,22,24,16,23,13,15,13,0,0,"RMB","ZEN",1,0,"2021-2022","25-7_2021-2022"
"798",25,"Regular Season","25-8","BAS","OLY",62,72,13,16,15,18,18,14,18,22,0,0,"OLY","BAS",0,1,"2021-2022","25-8_2021-2022"
"799",25,"Regular Season","25-9","ZAL","UNS",67,76,26,13,15,13,24,21,18,13,0,0,"UNS","ZAL",0,1,"2021-2022","25-9_2021-2022"
"800",26,"Regular Season","26-1","BER","ZEN",76,67,23,11,17,25,12,22,14,19,0,0,"BER","ZEN",1,0,"2021-2022","26-1_2021-2022"
"801",26,"Regular Season","26-2","MAC","CSK",84,75,23,26,18,17,17,11,18,29,0,0,"MAC","CSK",1,0,"2021-2022","26-2_2021-2022"
"802",26,"Regular Season","26-3","MIL","BAS",89,78,21,19,26,23,10,15,23,30,0,0,"MIL","BAS",1,0,"2021-2022","26-3_2021-2022"
"803",26,"Regular Season","26-4","ASM","ZAL",82,83,23,23,18,18,18,18,25,22,0,0,"ZAL","ASM",0,1,"2021-2022","26-4_2021-2022"
"804",26,"Regular Season","26-5","OLY","EFE",87,85,26,16,19,14,17,24,20,14,12,10,"OLY","EFE",1,0,"2021-2022","26-5_2021-2022"
"805",26,"Regular Season","26-6","RMB","BAR",68,86,8,23,24,13,28,24,19,15,0,0,"BAR","RMB",0,1,"2021-2022","26-6_2021-2022"
"806",26,"Regular Season","26-8","UNS","CRV",77,84,11,32,22,12,22,21,20,21,0,0,"CRV","UNS",0,1,"2021-2022","26-8_2021-2022"
"807",26,"Regular Season","26-9","VIL","PAN",63,76,15,17,21,10,23,23,13,17,0,0,"PAN","VIL",0,1,"2021-2022","26-9_2021-2022"
"808",26,"Regular Season","26-7","FEN","BAY",81,76,27,18,9,27,16,15,31,14,0,0,"FEN","BAY",1,0,"2021-2022","26-7_2021-2022"
"809",27,"Regular Season","27-1","EFE","MAC",109,77,21,24,29,35,10,21,16,30,0,0,"EFE","MAC",1,0,"2021-2022","27-1_2021-2022"
"810",27,"Regular Season","27-2","OLY","MIL",67,58,7,18,14,28,15,12,16,15,0,0,"OLY","MIL",1,0,"2021-2022","27-2_2021-2022"
"811",27,"Regular Season","27-3","VIL","BER",80,82,21,19,15,25,21,22,17,22,0,0,"BER","VIL",0,1,"2021-2022","27-3_2021-2022"
"812",27,"Regular Season","27-4","ZAL","RMB",68,47,18,20,11,19,11,18,8,10,0,0,"ZAL","RMB",1,0,"2021-2022","27-4_2021-2022"
"813",27,"Regular Season","27-5","ASM","FEN",92,78,19,36,20,17,20,13,22,23,0,0,"ASM","FEN",1,0,"2021-2022","27-5_2021-2022"
"814",27,"Regular Season","27-6","PAN","CRV",79,73,17,25,17,20,23,18,18,14,0,0,"PAN","CRV",1,0,"2021-2022","27-6_2021-2022"
"815",28,"Regular Season","28-1","BER","ZAL",82,74,24,20,15,23,24,6,20,24,0,0,"BER","ZAL",1,0,"2021-2022","28-1_2021-2022"
"816",28,"Regular Season","28-2","EFE","FEN",84,79,23,18,18,25,14,11,23,31,0,0,"EFE","FEN",1,0,"2021-2022","28-2_2021-2022"
"817",28,"Regular Season","28-3","BAR","ASM",88,83,20,22,24,22,20,16,26,21,0,0,"BAR","ASM",1,0,"2021-2022","28-3_2021-2022"
"818",28,"Regular Season","28-4","CRV","BAS",86,83,13,28,14,31,26,15,15,27,0,0,"CRV","BAS",1,0,"2021-2022","28-4_2021-2022"
"819",28,"Regular Season","28-5","BAY","OLY",88,98,29,24,16,19,28,22,23,25,0,0,"OLY","BAY",0,1,"2021-2022","28-5_2021-2022"
"820",28,"Regular Season","28-6","PAN","MIL",75,76,19,17,15,24,14,26,23,13,0,0,"MIL","PAN",0,1,"2021-2022","28-6_2021-2022"
"821",29,"Regular Season","29-1","BER","OLY",90,75,16,21,20,33,17,13,21,24,0,0,"BER","OLY",1,0,"2021-2022","29-1_2021-2022"
"822",29,"Regular Season","29-2","RMB","MIL",92,88,25,16,23,17,16,25,23,17,11,7,"RMB","MIL",1,0,"2021-2022","29-2_2021-2022"
"823",29,"Regular Season","29-3","CRV","MAC",84,77,24,18,23,19,10,29,21,17,0,0,"CRV","MAC",1,0,"2021-2022","29-3_2021-2022"
"824",29,"Regular Season","29-4","VIL","BAS",69,72,14,16,17,22,18,15,18,21,0,0,"BAS","VIL",0,1,"2021-2022","29-4_2021-2022"
"825",29,"Regular Season","29-5","ASM","EFE",102,80,25,24,26,27,19,19,18,24,0,0,"ASM","EFE",1,0,"2021-2022","29-5_2021-2022"
"826",29,"Regular Season","29-6","ZAL","BAR",91,84,9,26,21,35,17,18,28,21,0,0,"ZAL","BAR",1,0,"2021-2022","29-6_2021-2022"
"827",30,"Regular Season","30-1","OLY","PAN",101,73,38,20,20,23,13,20,18,22,0,0,"OLY","PAN",1,0,"2021-2022","30-1_2021-2022"
"828",30,"Regular Season","30-2","RMB","VIL",70,58,20,16,15,19,14,16,17,11,0,0,"RMB","VIL",1,0,"2021-2022","30-2_2021-2022"
"829",30,"Regular Season","30-3","ZAL","EFE",71,85,19,11,10,31,23,18,24,20,0,0,"EFE","ZAL",0,1,"2021-2022","30-3_2021-2022"
"830",30,"Regular Season","30-4","BAR","CRV",82,70,22,25,18,17,15,17,19,19,0,0,"BAR","CRV",1,0,"2021-2022","30-4_2021-2022"
"831",30,"Regular Season","30-5","BAS","BER",85,68,21,23,20,21,19,12,29,8,0,0,"BAS","BER",1,0,"2021-2022","30-5_2021-2022"
"832",30,"Regular Season","30-6","MIL","BAY",84,77,15,18,23,28,19,17,14,27,0,0,"MIL","BAY",1,0,"2021-2022","30-6_2021-2022"
"833",31,"Regular Season","31-1","BER","BAR",79,95,13,26,19,21,21,26,26,22,0,0,"BAR","BER",0,1,"2021-2022","31-1_2021-2022"
"834",31,"Regular Season","31-2","EFE","RMB",93,90,19,25,28,21,21,30,28,11,0,0,"EFE","RMB",1,0,"2021-2022","31-2_2021-2022"
"835",31,"Regular Season","31-3","MAC","MIL",75,58,23,17,16,19,11,26,9,12,0,0,"MAC","MIL",1,0,"2021-2022","31-3_2021-2022"
"836",31,"Regular Season","31-4","PAN","BAY",80,67,26,16,13,25,16,19,17,15,0,0,"PAN","BAY",1,0,"2021-2022","31-4_2021-2022"
"837",31,"Regular Season","31-5","ASM","OLY",92,72,19,29,23,21,22,9,20,21,0,0,"ASM","OLY",1,0,"2021-2022","31-5_2021-2022"
"838",31,"Regular Season","31-6","BAS","FEN",77,62,20,12,22,23,19,21,13,9,0,0,"BAS","FEN",1,0,"2021-2022","31-6_2021-2022"
"839",31,"Regular Season","31-7","ZAL","VIL",68,72,17,15,15,21,15,18,16,23,0,0,"VIL","ZAL",0,1,"2021-2022","31-7_2021-2022"
"840",32,"Regular Season","32-1","EFE","MIL",77,82,30,21,10,16,21,15,26,20,0,0,"MIL","EFE",0,1,"2021-2022","32-1_2021-2022"
"841",32,"Regular Season","32-2","MAC","RMB",75,74,20,21,18,16,21,23,22,8,0,0,"MAC","RMB",1,0,"2021-2022","32-2_2021-2022"
"842",32,"Regular Season","32-3","BER","CRV",74,70,24,13,21,16,15,20,22,13,0,0,"BER","CRV",1,0,"2021-2022","32-3_2021-2022"
"843",32,"Regular Season","32-4","BAR","FEN",88,67,25,17,28,18,21,13,15,18,0,0,"BAR","FEN",1,0,"2021-2022","32-4_2021-2022"
"844",32,"Regular Season","32-5","ASM","BAS",78,68,18,24,19,17,19,13,17,19,0,0,"ASM","BAS",1,0,"2021-2022","32-5_2021-2022"
"845",32,"Regular Season","32-6","VIL","OLY",80,94,26,17,21,16,26,21,22,25,0,0,"OLY","VIL",0,1,"2021-2022","32-6_2021-2022"
"846",33,"Regular Season","33-1","MAC","VIL",94,73,21,21,28,24,18,19,21,15,0,0,"MAC","VIL",1,0,"2021-2022","33-1_2021-2022"
"847",33,"Regular Season","33-2","MIL","ASM",63,72,17,20,6,20,16,15,20,21,0,0,"ASM","MIL",0,1,"2021-2022","33-2_2021-2022"
"848",33,"Regular Season","33-3","PAN","RMB",87,86,22,19,18,28,11,21,22,32,0,0,"PAN","RMB",1,0,"2021-2022","33-3_2021-2022"
"849",33,"Regular Season","33-4","EFE","BER",87,77,16,20,26,25,24,15,18,20,0,0,"EFE","BER",1,0,"2021-2022","33-4_2021-2022"
"850",33,"Regular Season","33-5","BAY","CRV",82,57,15,27,21,19,18,15,10,14,0,0,"BAY","CRV",1,0,"2021-2022","33-5_2021-2022"
"851",33,"Regular Season","33-6","OLY","BAR",73,66,13,20,18,22,19,21,8,18,0,0,"OLY","BAR",1,0,"2021-2022","33-6_2021-2022"
"852",33,"Regular Season","33-7","BAS","ZAL",96,79,35,22,20,19,15,25,10,29,0,0,"BAS","ZAL",1,0,"2021-2022","33-7_2021-2022"
"853",34,"Regular Season","34-1","BAR","MAC",80,104,23,23,22,12,27,30,19,28,0,0,"MAC","BAR",0,1,"2021-2022","34-1_2021-2022"
"854",34,"Regular Season","34-2","VIL","MIL",80,81,23,18,15,24,20,20,23,18,0,0,"MIL","VIL",0,1,"2021-2022","34-2_2021-2022"
"855",34,"Regular Season","34-3","ASM","BER",91,74,26,23,19,23,22,15,17,20,0,0,"ASM","BER",1,0,"2021-2022","34-3_2021-2022"
"856",34,"Regular Season","34-4","RMB","BAY",88,97,24,28,23,13,17,17,25,38,0,0,"BAY","RMB",0,1,"2021-2022","34-4_2021-2022"
"857",34,"Regular Season","34-5","CRV","EFE",93,85,21,19,25,28,29,11,22,23,0,0,"CRV","EFE",1,0,"2021-2022","34-5_2021-2022"
"858",34,"Regular Season","34-6","FEN","PAN",59,62,20,12,17,10,22,16,6,18,0,0,"PAN","FEN",0,1,"2021-2022","34-6_2021-2022"
"859",35,"Play offs","35-1","MIL","EFE",48,64,16,10,8,14,11,18,17,18,0,0,"EFE","MIL",0,1,"2021-2022","35-1_2021-2022"
"860",35,"Play offs","35-2","BAR","BAY",77,67,20,23,19,15,22,11,18,16,0,0,"BAR","BAY",1,0,"2021-2022","35-2_2021-2022"
"861",35,"Play offs","35-3","OLY","ASM",72,96,16,12,23,21,10,30,29,27,0,0,"ASM","OLY",0,1,"2021-2022","35-3_2021-2022"
"862",35,"Play offs","35-4","RMB","MAC",95,66,35,21,18,21,26,11,11,18,0,0,"RMB","MAC",1,0,"2021-2022","35-4_2021-2022"
"863",36,"Play offs","36-1","MIL","EFE",73,66,19,14,20,20,17,16,19,14,0,0,"MIL","EFE",1,0,"2021-2022","36-1_2021-2022"
"864",36,"Play offs","36-2","BAR","BAY",75,90,18,17,21,19,23,25,19,23,0,0,"BAY","BAR",0,1,"2021-2022","36-2_2021-2022"
"865",36,"Play offs","36-3","OLY","ASM",72,96,16,12,23,21,10,30,29,27,0,0,"ASM","OLY",0,1,"2021-2022","36-3_2021-2022"
"866",36,"Play offs","36-4","RMB","MAC",95,66,35,21,18,21,26,11,11,18,0,0,"RMB","MAC",1,0,"2021-2022","36-4_2021-2022"
"867",37,"Play offs","37-1","EFE","MIL",77,65,25,17,17,18,17,18,21,9,0,0,"EFE","MIL",1,0,"2021-2022","37-1_2021-2022"
"868",37,"Play offs","37-2","BAY","BAR",66,75,17,14,18,17,26,23,10,16,0,0,"BAR","BAY",0,1,"2021-2022","37-2_2021-2022"
"869",37,"Play offs","37-3","ASM","OLY",83,87,23,18,17,25,19,26,26,16,0,0,"OLY","ASM",0,1,"2021-2022","37-3_2021-2022"
"870",37,"Play offs","37-4","MAC","RMB",76,87,22,19,20,15,25,26,22,14,0,0,"RMB","MAC",0,1,"2021-2022","37-4_2021-2022"
"871",38,"Play offs","38-1","EFE","MIL",75,70,19,23,20,13,11,32,15,12,0,0,"EFE","MIL",1,0,"2021-2022","38-1_2021-2022"
"872",38,"Play offs","38-2","BAY","BAR",66,75,17,14,18,17,26,23,10,16,0,0,"BAR","BAY",0,1,"2021-2022","38-2_2021-2022"
"873",38,"Play offs","38-3","ASM","OLY",83,87,23,18,17,25,19,26,26,16,0,0,"OLY","ASM",0,1,"2021-2022","38-3_2021-2022"
"874",39,"Play offs","39-2","BAR","BAY",81,72,18,13,29,21,19,18,15,20,0,0,"BAR","BAY",1,0,"2021-2022","39-2_2021-2022"
"875",39,"Play offs","39-3","OLY","ASM",94,88,11,30,25,28,13,35,22,18,0,0,"OLY","ASM",1,0,"2021-2022","39-3_2021-2022"
"876",40,"Final Four","40-1","OLY","EFE",74,77,21,22,20,11,18,24,24,11,0,0,"EFE","OLY",0,1,"2021-2022","40-1_2021-2022"
"877",40,"Final Four","40-2","BAR","RMB",83,86,19,26,11,27,19,15,26,26,0,0,"RMB","BAR",0,1,"2021-2022","40-2_2021-2022"
"878",41,"Final Four","41-1","BAR","OLY",84,74,20,25,17,22,18,20,18,18,0,0,"BAR","OLY",1,0,"2021-2022","41-1_2021-2022"
"879",42,"Final Four","42-1","RMB","EFE",57,58,15,19,8,15,14,15,11,18,0,0,"EFE","RMB",0,1,"2021-2022","42-1_2021-2022"
"880",1,"Regular season","1-1","VIL","MIL",62,69,23,21,10,8,14,27,15,13,0,0,"MIL","VIL",0,1,"2022-2023","1-1_2022-2023"
"881",1,"Regular season","1-2","PAN","RMB",68,71,22,15,14,17,23,15,16,17,0,0,"RMB","PAN",0,1,"2022-2023","1-2_2022-2023"
"882",1,"Regular season","1-3","MAC","ZAL",84,83,30,16,25,13,27,21,17,18,0,0,"MAC","ZAL",1,0,"2022-2023","1-3_2022-2023"
"883",1,"Regular season","1-4","VAL","BAS",71,81,21,12,23,15,19,20,20,22,0,0,"BAS","VAL",0,1,"2022-2023","1-4_2022-2023"
"884",1,"Regular season","1-5","BAY","FEN",62,74,19,15,12,16,21,19,19,15,0,0,"FEN","BAY",0,1,"2022-2023","1-5_2022-2023"
"885",1,"Regular season","1-6","EFE","CRV",72,59,17,18,21,16,14,20,16,9,0,0,"EFE","CRV",1,0,"2022-2023","1-6_2022-2023"
"886",1,"Regular season","1-7","BER","PAR",100,84,33,28,16,23,18,25,18,23,0,0,"BER","PAR",1,0,"2022-2023","1-7_2022-2023"
"887",1,"Regular season","1-8","BOL","ASM",66,83,18,16,11,21,18,22,23,20,0,0,"ASM","BOL",0,1,"2022-2023","1-8_2022-2023"
"888",1,"Regular season","1-9","BAR","OLY",70,80,16,12,21,21,13,21,23,23,0,0,"OLY","BAR",0,1,"2022-2023","1-9_2022-2023"
"889",2,"Regular season","2-1","CRV","PAN",75,77,24,14,18,19,18,24,15,20,0,0,"PAN","CRV",0,1,"2022-2023","2-1_2022-2023"
"890",2,"Regular season","2-2","ASM","EFE",95,92,12,24,22,24,20,15,25,22,13,10,"ASM","EFE",1,0,"2022-2023","2-2_2022-2023"
"891",2,"Regular season","2-3","BOL","BAY",66,63,24,10,22,10,16,16,19,12,0,0,"BOL","BAY",1,0,"2022-2023","2-3_2022-2023"
"892",2,"Regular season","2-4","BAR","RMB",75,73,24,16,23,12,15,15,22,21,0,0,"BAR","RMB",1,0,"2022-2023","2-4_2022-2023"
"893",2,"Regular season","2-5","BAS","PAR",103,99,14,32,21,22,23,19,26,21,14,10,"BAS","PAR",1,0,"2022-2023","2-5_2022-2023"
"894",2,"Regular season","2-6","MIL","BER",74,80,12,18,21,19,26,12,22,10,4,10,"BER","MIL",0,1,"2022-2023","2-6_2022-2023"
"895",2,"Regular season","2-7","OLY","ZAL",90,80,18,26,23,23,21,14,23,22,0,0,"OLY","ZAL",1,0,"2022-2023","2-7_2022-2023"
"896",2,"Regular season","2-8","FEN","MAC",86,71,23,23,19,21,20,12,20,19,0,0,"FEN","MAC",1,0,"2022-2023","2-8_2022-2023"
"897",2,"Regular season","2-9","VAL","VIL",76,77,27,11,21,17,16,26,20,15,0,0,"VIL","VAL",0,1,"2022-2023","2-9_2022-2023"
"898",3,"Regular season","3-1","ZAL","BOL",68,65,16,15,21,16,24,14,15,12,0,0,"ZAL","BOL",1,0,"2022-2023","3-1_2022-2023"
"899",3,"Regular season","3-2","EFE","VAL",91,92,21,24,23,23,20,25,21,26,0,0,"VAL","EFE",0,1,"2022-2023","3-2_2022-2023"
"900",3,"Regular season","3-3","FEN","VIL",84,63,25,17,23,19,19,17,10,17,0,0,"FEN","VIL",1,0,"2022-2023","3-3_2022-2023"
"901",3,"Regular season","3-4","MAC","ASM",78,70,14,17,21,26,20,22,17,11,0,0,"MAC","ASM",1,0,"2022-2023","3-4_2022-2023"
"902",3,"Regular season","3-5","BAY","BAR",73,84,18,16,19,20,18,19,28,19,0,0,"BAR","BAY",0,1,"2022-2023","3-5_2022-2023"
"903",3,"Regular season","3-6","PAR","MIL",75,80,27,22,12,14,17,24,21,18,0,0,"MIL","PAR",0,1,"2022-2023","3-6_2022-2023"
"904",3,"Regular season","3-7","BER","PAN",94,65,17,26,21,30,9,24,12,20,0,0,"BER","PAN",1,0,"2022-2023","3-7_2022-2023"
"905",3,"Regular season","3-8","BAS","CRV",92,75,23,19,17,33,24,23,10,18,0,0,"BAS","CRV",1,0,"2022-2023","3-8_2022-2023"
"906",3,"Regular season","3-9","RMB","OLY",87,89,21,17,24,25,20,17,26,26,0,0,"OLY","RMB",0,1,"2022-2023","3-9_2022-2023"
"907",4,"Regular Season","4-1","ZAL","BAR",73,72,20,24,11,18,19,16,21,16,0,0,"ZAL","BAR",1,0,"2022-2023","4-1_2022-2023"
"908",4,"Regular Season","4-2","FEN","VAL",79,77,20,14,26,19,25,18,15,19,0,0,"FEN","VAL",1,0,"2022-2023","4-2_2022-2023"
"909",4,"Regular Season","4-3","MAC","VIL",88,69,15,27,26,20,21,20,11,17,0,0,"MAC","VIL",1,0,"2022-2023","4-3_2022-2023"
"910",4,"Regular Season","4-4","BAY","MIL",81,83,22,21,23,15,16,21,26,20,0,0,"MIL","BAY",0,1,"2022-2023","4-4_2022-2023"
"911",4,"Regular Season","4-5","PAR","BOL",90,62,27,24,18,21,11,21,15,15,0,0,"PAR","BOL",1,0,"2022-2023","4-5_2022-2023"
"912",4,"Regular Season","4-6","EFE","BER",78,74,22,19,17,20,23,14,23,14,0,0,"EFE","BER",1,0,"2022-2023","4-6_2022-2023"
